운행일자,요일,월,주운행선,운행거리_km,수송품목,화물중량_톤,상하,출발시간대,공차회송여부,결합배송여부,장마철여부,동절기여부,운휴_지연위험_실현
2026-06-08,월,6,중앙선,187.3,컨테이너,21.4,상,새벽(00-06),0,0,1,0,0
2026-06-24,수,6,중앙선,178.5,석탄,21.0,하,야간(18-24),0,0,1,0,0
2026-03-02,월,3,충북선,147.2,석탄,7.9,하,오후(12-18),0,0,0,0,0
2026-06-02,화,6,충북선,120.9,시멘트,2.9,하,새벽(00-06),0,1,1,0,0
2026-08-09,일,8,경부선,321.2,시멘트,1.2,하,새벽(00-06),0,1,1,0,0
2026-03-26,목,3,충북선,173.3,시멘트,15.6,상,새벽(00-06),0,1,0,0,0
2026-05-04,월,5,전라선,224.7,시멘트,12.8,하,오후(12-18),0,0,0,0,0
2026-05-15,금,5,장항선,179.4,석탄,7.3,상,오전(06-12),0,0,0,0,1
2026-07-04,토,7,경부선,336.9,철강,13.6,하,새벽(00-06),0,1,1,0,0
2026-05-14,목,5,중앙선,242.7,유류,4.6,하,야간(18-24),0,0,0,0,0
2026-09-26,토,9,중앙선,178.6,컨테이너,16.8,상,오후(12-18),1,0,0,0,1
2026-04-30,목,4,경부선,273.3,유류,9.7,상,야간(18-24),0,0,0,0,0
2026-06-08,월,6,중앙선,190.1,컨테이너,5.5,하,오후(12-18),0,0,1,0,0
2026-05-19,화,5,경부선,395.5,컨테이너,9.8,상,야간(18-24),0,0,0,0,0
2026-03-08,일,3,경부선,273.8,철강,9.6,하,오전(06-12),0,1,0,0,0
2026-09-08,화,9,전라선,248.9,기타,14.2,상,새벽(00-06),0,1,0,0,1
2026-03-27,금,3,경부선,366.5,광석,19.0,상,새벽(00-06),0,0,0,0,0
2026-04-19,일,4,전라선,158.4,컨테이너,18.7,상,새벽(00-06),0,0,0,0,0
2026-10-17,토,10,경부선,336.6,컨테이너,13.0,상,야간(18-24),0,0,0,0,1
2026-12-13,일,12,충북선,176.4,철강,10.9,하,오후(12-18),0,0,0,1,1
2026-09-02,수,9,중앙선,183.9,철강,8.6,상,새벽(00-06),0,0,0,0,0
2026-12-01,화,12,장항선,166.7,시멘트,1.4,상,새벽(00-06),0,0,0,1,1
2026-11-08,일,11,장항선,167.8,컨테이너,11.9,상,오후(12-18),0,1,0,0,0
2026-06-25,목,6,중앙선,181.8,시멘트,6.9,상,오전(06-12),0,0,1,0,0
2026-10-09,금,10,충북선,153.7,컨테이너,19.3,상,야간(18-24),1,0,0,0,0
2026-04-30,목,4,경부선,300.6,컨테이너,10.8,하,야간(18-24),0,0,0,0,0
2026-06-18,목,6,충북선,152.7,석탄,16.5,상,야간(18-24),0,1,1,0,0
2026-07-15,수,7,경부선,367.8,컨테이너,9.1,하,새벽(00-06),0,0,1,0,0
2026-12-17,목,12,중앙선,150.8,철강,7.9,하,오후(12-18),0,0,0,1,1
2026-11-06,금,11,경부선,250.2,석탄,15.6,상,오후(12-18),0,1,0,0,0
2026-06-28,일,6,부산신항선,14.2,시멘트,13.7,상,야간(18-24),0,0,1,0,0
2026-08-27,목,8,중앙선,186.6,시멘트,13.9,상,새벽(00-06),1,0,1,0,1
2026-03-15,일,3,충북선,151.6,광석,11.4,하,오후(12-18),0,0,0,0,0
2026-10-21,수,10,중앙선,189.4,시멘트,16.7,상,오후(12-18),0,0,0,0,1
2026-07-21,화,7,경부선,328.6,유류,15.9,상,오전(06-12),0,0,1,0,0
2026-07-14,화,7,경부선,299.2,시멘트,1.0,상,새벽(00-06),1,0,1,0,1
2026-10-07,수,10,부산신항선,12.1,시멘트,10.5,상,새벽(00-06),0,1,0,0,0
2026-08-20,목,8,장항선,160.4,기타,18.1,상,야간(18-24),0,1,1,0,0
2026-01-27,화,1,경부선,308.1,컨테이너,5.9,하,새벽(00-06),0,0,0,1,0
2026-04-16,목,4,장항선,135.3,컨테이너,1.8,하,오전(06-12),0,1,0,0,1
2026-03-06,금,3,중앙선,234.3,광석,11.2,상,오전(06-12),1,0,0,0,0
2026-09-26,토,9,경부선,313.2,시멘트,15.1,상,오전(06-12),1,1,0,0,0
2026-01-13,화,1,충북선,178.1,컨테이너,9.2,상,오후(12-18),0,0,0,1,0
2026-03-15,일,3,경부선,339.3,기타,19.8,하,오전(06-12),0,1,0,0,0
2026-08-07,금,8,경부선,342.2,컨테이너,23.1,상,오전(06-12),0,0,1,0,0
2026-09-11,금,9,전라선,229.2,석탄,1.0,상,새벽(00-06),0,1,0,0,0
2026-07-03,금,7,경부선,335.7,철강,9.7,하,오전(06-12),0,1,1,0,0
2026-11-11,수,11,부산신항선,7.7,철강,1.0,상,오후(12-18),0,1,0,0,0
2026-12-02,수,12,전라선,194.3,시멘트,16.0,상,야간(18-24),0,0,0,1,0
2026-02-18,수,2,태백선,133.5,컨테이너,7.9,하,새벽(00-06),0,1,0,1,1
2026-12-14,월,12,충북선,144.3,유류,9.1,하,오전(06-12),0,0,0,1,0
2026-08-13,목,8,태백선,164.0,철강,18.9,하,새벽(00-06),0,0,1,0,1
2026-08-21,금,8,중앙선,206.4,컨테이너,4.0,하,새벽(00-06),0,0,1,0,1
2026-02-04,수,2,충북선,143.4,시멘트,2.5,하,오전(06-12),0,1,0,1,0
2026-08-15,토,8,충북선,154.5,시멘트,1.0,하,야간(18-24),1,0,1,0,0
2026-09-22,화,9,부산신항선,11.0,컨테이너,19.6,상,오전(06-12),0,1,0,0,0
2026-07-31,금,7,경부선,317.5,유류,18.2,상,새벽(00-06),0,0,1,0,0
2026-01-31,토,1,충북선,168.1,광석,10.2,하,야간(18-24),0,0,0,1,0
2026-07-10,금,7,장항선,181.0,컨테이너,4.3,상,오후(12-18),0,0,1,0,0
2026-12-08,화,12,중앙선,144.6,광석,17.0,하,오전(06-12),0,1,0,1,1
2026-09-22,화,9,태백선,92.5,철강,25.0,하,오후(12-18),0,0,0,0,0
2026-02-20,금,2,중앙선,180.2,철강,10.6,상,오후(12-18),0,0,0,1,0
2026-12-17,목,12,경부선,342.6,기타,4.8,상,야간(18-24),0,0,0,1,0
2026-12-16,수,12,충북선,152.2,컨테이너,19.5,상,새벽(00-06),0,1,0,1,0
2026-03-03,화,3,중앙선,236.6,광석,5.2,하,오전(06-12),0,1,0,0,0
2026-10-20,화,10,경부선,318.3,컨테이너,9.8,상,오후(12-18),1,0,0,0,0
2026-05-29,금,5,경부선,374.5,시멘트,1.0,상,야간(18-24),0,0,0,0,0
2026-08-05,수,8,경부선,366.3,시멘트,10.2,하,오후(12-18),0,1,1,0,0
2026-06-12,금,6,장항선,200.6,컨테이너,4.3,상,새벽(00-06),0,0,1,0,0
2026-10-13,화,10,부산신항선,7.0,철강,19.6,하,야간(18-24),1,1,0,0,0
2026-12-30,수,12,충북선,161.7,시멘트,6.1,하,오전(06-12),1,0,0,1,0
2026-10-18,일,10,경부선,369.1,시멘트,16.7,상,오전(06-12),0,0,0,0,1
2026-12-06,일,12,충북선,168.1,시멘트,11.4,하,새벽(00-06),0,0,0,1,0
2026-12-12,토,12,태백선,146.6,컨테이너,12.8,하,야간(18-24),0,0,0,1,1
2026-02-02,월,2,장항선,151.8,컨테이너,15.1,하,오전(06-12),0,1,0,1,0
2026-04-03,금,4,경부선,397.0,컨테이너,11.7,하,야간(18-24),0,0,0,0,0
2026-09-21,월,9,경부선,288.5,기타,8.1,상,오전(06-12),0,0,0,0,0
2026-08-04,화,8,부산신항선,5.0,철강,7.1,하,새벽(00-06),0,0,1,0,0
2026-01-19,월,1,태백선,128.5,시멘트,15.1,하,야간(18-24),0,1,0,1,0
2026-02-04,수,2,경부선,222.3,석탄,1.0,상,새벽(00-06),0,0,0,1,0
2026-07-09,목,7,태백선,113.8,석탄,22.1,하,새벽(00-06),0,0,1,0,0
2026-08-13,목,8,경부선,422.5,컨테이너,12.8,상,야간(18-24),0,0,1,0,0
2026-03-03,화,3,경부선,305.0,컨테이너,10.0,하,야간(18-24),0,0,0,0,1
2026-03-04,수,3,장항선,151.0,시멘트,13.6,하,야간(18-24),0,1,0,0,0
2026-02-17,화,2,충북선,161.9,컨테이너,8.4,하,새벽(00-06),0,1,0,1,0
2026-07-26,일,7,중앙선,161.9,유류,10.9,하,오후(12-18),0,0,1,0,0
2026-01-03,토,1,부산신항선,13.2,컨테이너,5.2,하,오후(12-18),0,0,0,1,0
2026-07-28,화,7,태백선,117.7,시멘트,14.3,상,오전(06-12),0,0,1,0,1
2026-06-23,화,6,경부선,331.0,시멘트,11.5,하,오전(06-12),0,0,1,0,0
2026-06-20,토,6,충북선,132.6,철강,13.1,상,오전(06-12),0,0,1,0,0
2026-09-05,토,9,장항선,231.6,기타,20.9,상,오전(06-12),0,1,0,0,0
2026-07-10,금,7,충북선,173.9,시멘트,7.2,하,오전(06-12),0,0,1,0,1
2026-09-23,수,9,영동선,107.6,컨테이너,11.2,하,새벽(00-06),0,1,0,0,0
2026-10-06,화,10,전라선,220.6,석탄,2.1,상,야간(18-24),0,0,0,0,0
2026-12-02,수,12,경부선,298.1,컨테이너,15.3,하,야간(18-24),0,0,0,1,0
2026-10-19,월,10,경부선,289.8,컨테이너,11.9,하,오전(06-12),0,0,0,0,0
2026-07-08,수,7,태백선,119.7,석탄,12.1,하,야간(18-24),0,0,1,0,0
2026-06-29,월,6,영동선,135.0,컨테이너,11.1,하,야간(18-24),0,1,1,0,0
2026-03-28,토,3,경부선,298.1,컨테이너,8.5,하,야간(18-24),0,0,0,0,1
2026-08-07,금,8,경부선,235.0,시멘트,25.0,하,야간(18-24),0,0,1,0,1
2026-02-20,금,2,장항선,156.3,시멘트,12.2,상,오전(06-12),0,0,0,1,0
2026-12-06,일,12,경부선,357.3,광석,13.8,상,야간(18-24),0,0,0,1,0
2026-11-05,목,11,경부선,310.1,컨테이너,5.2,하,새벽(00-06),0,0,0,0,0
2026-02-13,금,2,부산신항선,10.2,시멘트,17.3,상,야간(18-24),0,0,0,1,1
2026-10-14,수,10,장항선,203.0,석탄,11.3,상,오후(12-18),0,0,0,0,0
2026-02-12,목,2,부산신항선,8.3,유류,14.7,하,오후(12-18),1,1,0,1,0
2026-09-21,월,9,전라선,248.4,시멘트,17.4,상,오전(06-12),0,0,0,0,0
2026-02-02,월,2,중앙선,169.9,석탄,11.4,하,새벽(00-06),0,0,0,1,0
2026-06-28,일,6,부산신항선,12.3,석탄,7.9,하,새벽(00-06),0,0,1,0,0
2026-08-29,토,8,중앙선,179.6,컨테이너,1.0,상,새벽(00-06),0,0,1,0,0
2026-09-24,목,9,경부선,310.5,컨테이너,9.7,하,오전(06-12),0,1,0,0,0
2026-06-02,화,6,부산신항선,13.1,석탄,7.9,하,새벽(00-06),0,0,1,0,0
2026-12-03,목,12,전라선,251.8,컨테이너,5.1,상,야간(18-24),0,1,0,1,0
2026-10-10,토,10,부산신항선,10.1,컨테이너,20.7,상,야간(18-24),0,0,0,0,0
2026-03-18,수,3,경부선,301.3,시멘트,17.9,상,오전(06-12),0,0,0,0,0
2026-09-02,수,9,호남선,248.2,컨테이너,1.0,하,야간(18-24),0,0,0,0,0
2026-09-24,목,9,충북선,176.0,컨테이너,12.9,하,오후(12-18),0,1,0,0,0
2026-05-02,토,5,전라선,217.7,시멘트,7.1,상,야간(18-24),0,1,0,0,0
2026-09-27,일,9,부산신항선,8.6,유류,14.2,상,오후(12-18),0,1,0,0,0
2026-11-24,화,11,중앙선,229.2,철강,7.2,상,오후(12-18),1,0,0,0,0
2026-10-26,월,10,전라선,232.9,컨테이너,8.8,상,새벽(00-06),0,0,0,0,0
2026-10-06,화,10,충북선,157.2,컨테이너,17.8,상,야간(18-24),0,0,0,0,0
2026-08-20,목,8,장항선,181.9,기타,16.9,하,야간(18-24),0,0,1,0,0
2026-04-09,목,4,부산신항선,11.6,석탄,21.1,하,새벽(00-06),0,1,0,0,0
2026-10-18,일,10,전라선,227.7,석탄,10.7,하,새벽(00-06),0,0,0,0,0
2026-05-13,수,5,경부선,368.3,컨테이너,3.3,상,야간(18-24),0,0,0,0,0
2026-07-14,화,7,경부선,370.6,컨테이너,17.5,하,야간(18-24),0,0,1,0,0
2026-04-25,토,4,호남선,221.5,컨테이너,17.6,하,오후(12-18),0,0,0,0,0
2026-04-25,토,4,영동선,130.4,유류,15.8,하,새벽(00-06),0,0,0,0,0
2026-02-27,금,2,영동선,109.9,광석,7.5,하,오전(06-12),0,0,0,1,0
2026-12-17,목,12,경부선,347.8,컨테이너,5.6,상,새벽(00-06),0,1,0,1,0
2026-02-23,월,2,중앙선,228.5,철강,15.2,하,야간(18-24),1,0,0,1,1
2026-02-01,일,2,장항선,200.0,유류,6.7,하,새벽(00-06),0,0,0,1,0
2026-12-08,화,12,장항선,197.9,유류,10.2,하,오전(06-12),0,0,0,1,0
2026-07-22,수,7,경부선,345.4,시멘트,25.0,상,오후(12-18),0,1,1,0,0
2026-06-09,화,6,충북선,210.2,컨테이너,24.8,상,오후(12-18),0,0,1,0,0
2026-09-27,일,9,경부선,298.6,기타,16.8,상,야간(18-24),0,0,0,0,1
2026-05-20,수,5,중앙선,187.9,컨테이너,8.0,하,오전(06-12),0,0,0,0,0
2026-02-16,월,2,경부선,311.6,컨테이너,7.7,상,새벽(00-06),0,0,0,1,0
2026-09-24,목,9,경부선,305.5,컨테이너,16.3,상,새벽(00-06),0,0,0,0,0
2026-03-06,금,3,경부선,240.6,시멘트,21.0,하,오후(12-18),0,0,0,0,0
2026-07-21,화,7,부산신항선,14.7,컨테이너,8.9,하,새벽(00-06),1,1,1,0,0
2026-12-13,일,12,장항선,159.1,시멘트,9.3,상,오후(12-18),0,0,0,1,0
2026-12-08,화,12,호남선,212.4,광석,12.5,상,오전(06-12),1,0,0,1,0
2026-05-12,화,5,중앙선,143.5,시멘트,3.7,하,오전(06-12),0,1,0,0,0
2026-10-12,월,10,중앙선,215.0,기타,3.8,하,새벽(00-06),0,1,0,0,0
2026-08-12,수,8,중앙선,165.8,광석,4.9,하,야간(18-24),1,0,1,0,1
2026-06-24,수,6,충북선,132.9,철강,15.3,하,오후(12-18),0,0,1,0,0
2026-02-21,토,2,중앙선,200.1,시멘트,13.6,하,오전(06-12),0,0,0,1,0
2026-05-18,월,5,장항선,165.6,유류,18.8,하,오전(06-12),0,1,0,0,0
2026-08-26,수,8,장항선,168.1,시멘트,1.6,상,오전(06-12),0,0,1,0,0
2026-12-27,일,12,부산신항선,11.1,컨테이너,2.9,하,오전(06-12),0,1,0,1,0
2026-01-02,금,1,경부선,352.2,광석,14.7,상,야간(18-24),0,1,0,1,0
2026-09-19,토,9,충북선,140.8,시멘트,6.8,상,오전(06-12),0,1,0,0,0
2026-11-05,목,11,경부선,280.6,광석,7.2,상,새벽(00-06),0,0,0,0,0
2026-12-14,월,12,경부선,321.1,시멘트,18.1,상,야간(18-24),0,0,0,1,0
2026-06-04,목,6,전라선,245.6,컨테이너,8.7,하,오후(12-18),0,1,1,0,0
2026-02-13,금,2,충북선,197.9,철강,9.4,상,새벽(00-06),0,1,0,1,1
2026-04-09,목,4,전라선,197.3,석탄,10.5,하,새벽(00-06),0,1,0,0,0
2026-11-07,토,11,경부선,307.5,시멘트,10.9,하,오전(06-12),0,0,0,0,0
2026-11-17,화,11,영동선,127.4,유류,16.1,하,오후(12-18),0,1,0,0,0
2026-08-21,금,8,영동선,139.4,시멘트,4.7,상,야간(18-24),0,0,1,0,0
2026-02-14,토,2,중앙선,158.5,컨테이너,10.9,하,새벽(00-06),1,0,0,1,0
2026-02-14,토,2,태백선,120.7,석탄,19.0,상,오전(06-12),0,0,0,1,1
2026-06-24,수,6,경부선,335.4,컨테이너,24.8,하,새벽(00-06),0,1,1,0,1
2026-08-03,월,8,전라선,212.1,시멘트,3.9,상,오전(06-12),0,0,1,0,1
2026-01-12,월,1,부산신항선,8.3,컨테이너,14.0,상,야간(18-24),0,0,0,1,0
2026-09-08,화,9,태백선,140.4,컨테이너,10.9,하,새벽(00-06),0,0,0,0,0
2026-07-18,토,7,장항선,210.6,기타,11.4,하,야간(18-24),0,1,1,0,0
2026-01-05,월,1,중앙선,147.5,컨테이너,7.3,하,새벽(00-06),1,1,0,1,0
2026-02-04,수,2,태백선,165.5,철강,16.5,상,야간(18-24),1,1,0,1,1
2026-06-15,월,6,전라선,212.2,석탄,16.2,하,오후(12-18),0,0,1,0,1
2026-09-21,월,9,경부선,334.0,컨테이너,25.0,상,오전(06-12),0,0,0,0,0
2026-10-29,목,10,경부선,383.8,광석,4.1,상,야간(18-24),0,0,0,0,0
2026-06-07,일,6,장항선,186.1,컨테이너,1.5,상,오후(12-18),1,0,1,0,0
2026-04-18,토,4,충북선,153.9,시멘트,24.3,하,야간(18-24),0,0,0,0,0
2026-12-20,일,12,충북선,179.3,철강,11.7,하,오후(12-18),0,0,0,1,1
2026-06-17,수,6,부산신항선,10.1,철강,9.3,상,오후(12-18),0,0,1,0,0
2026-04-26,일,4,전라선,245.0,컨테이너,13.1,하,새벽(00-06),0,1,0,0,0
2026-06-11,목,6,중앙선,186.1,유류,3.6,하,오후(12-18),1,0,1,0,0
2026-01-05,월,1,중앙선,223.4,기타,14.3,상,야간(18-24),0,0,0,1,1
2026-04-21,화,4,충북선,126.4,시멘트,11.5,하,오후(12-18),0,0,0,0,0
2026-07-08,수,7,장항선,159.3,석탄,18.4,상,야간(18-24),0,0,1,0,0
2026-12-02,수,12,충북선,126.1,시멘트,17.1,상,야간(18-24),0,0,0,1,0
2026-09-27,일,9,충북선,159.9,시멘트,17.6,상,새벽(00-06),0,1,0,0,0
2026-10-13,화,10,전라선,183.5,시멘트,13.1,하,오후(12-18),0,0,0,0,0
2026-07-18,토,7,전라선,208.6,컨테이너,21.6,상,야간(18-24),0,0,1,0,0
2026-02-10,화,2,태백선,113.3,석탄,15.5,상,새벽(00-06),0,1,0,1,0
2026-05-23,토,5,경부선,379.4,컨테이너,8.8,상,새벽(00-06),0,0,0,0,0
2026-12-30,수,12,장항선,159.8,컨테이너,7.1,상,새벽(00-06),0,1,0,1,0
2026-01-17,토,1,충북선,129.1,시멘트,7.8,하,야간(18-24),0,0,0,1,0
2026-11-17,화,11,경부선,330.1,컨테이너,15.5,상,야간(18-24),0,1,0,0,0
2026-09-07,월,9,전라선,280.0,시멘트,4.0,하,야간(18-24),0,0,0,0,0
2026-04-14,화,4,전라선,225.9,시멘트,12.9,상,오전(06-12),0,0,0,0,0
2026-10-11,일,10,충북선,160.3,컨테이너,7.0,상,오후(12-18),0,0,0,0,1
2026-11-02,월,11,장항선,205.4,컨테이너,4.5,상,새벽(00-06),0,0,0,0,1
2026-01-16,금,1,중앙선,224.0,컨테이너,5.5,하,야간(18-24),0,0,0,1,1
2026-02-08,일,2,경부선,337.2,시멘트,11.9,상,야간(18-24),0,1,0,1,1
2026-08-31,월,8,중앙선,172.9,컨테이너,16.6,하,오후(12-18),0,0,1,0,0
2026-12-31,목,12,중앙선,209.3,철강,7.9,하,새벽(00-06),0,0,0,1,0
2026-01-09,금,1,전라선,188.6,석탄,1.0,하,야간(18-24),0,0,0,1,0
2026-08-31,월,8,태백선,123.0,시멘트,25.0,하,야간(18-24),0,0,1,0,0
2026-02-19,목,2,전라선,272.3,컨테이너,18.7,하,야간(18-24),0,0,0,1,1
2026-08-26,수,8,경부선,372.3,컨테이너,17.6,하,오전(06-12),0,0,1,0,0
2026-08-16,일,8,중앙선,208.6,컨테이너,21.8,상,오전(06-12),0,0,1,0,1
2026-02-03,화,2,경부선,243.0,컨테이너,12.6,상,오전(06-12),0,0,0,1,0
2026-09-06,일,9,전라선,193.2,기타,11.2,상,오전(06-12),0,0,0,0,0
2026-11-24,화,11,경부선,293.0,컨테이너,20.1,하,야간(18-24),0,0,0,0,0
2026-11-12,목,11,충북선,157.0,컨테이너,20.1,상,새벽(00-06),0,0,0,0,0
2026-01-11,일,1,장항선,154.6,유류,15.7,하,오후(12-18),0,0,0,1,1
2026-03-31,화,3,전라선,222.0,광석,17.3,하,야간(18-24),0,1,0,0,0
2026-03-29,일,3,중앙선,255.2,시멘트,4.6,상,새벽(00-06),1,0,0,0,0
2026-06-15,월,6,중앙선,207.3,시멘트,10.5,상,오전(06-12),0,0,1,0,0
2026-02-22,일,2,전라선,236.0,컨테이너,22.2,하,야간(18-24),0,0,0,1,0
2026-11-08,일,11,충북선,135.9,철강,16.8,하,오전(06-12),0,0,0,0,1
2026-10-11,일,10,경부선,254.6,시멘트,3.2,하,오전(06-12),0,0,0,0,0
2026-10-23,금,10,부산신항선,6.9,시멘트,8.8,하,야간(18-24),0,1,0,0,0
2026-03-14,토,3,충북선,119.3,컨테이너,21.2,하,새벽(00-06),0,0,0,0,0
2026-01-06,화,1,중앙선,195.9,시멘트,14.7,하,오후(12-18),0,0,0,1,0
2026-11-29,일,11,경부선,335.6,철강,13.1,상,야간(18-24),0,0,0,0,0
2026-04-16,목,4,중앙선,159.5,컨테이너,13.3,상,새벽(00-06),1,1,0,0,1
2026-08-28,금,8,중앙선,198.5,시멘트,11.5,상,새벽(00-06),0,0,1,0,0
2026-11-28,토,11,경부선,379.0,컨테이너,8.9,상,새벽(00-06),0,0,0,0,0
2026-01-14,수,1,충북선,210.2,철강,7.0,상,오후(12-18),0,1,0,1,0
2026-01-02,금,1,중앙선,220.3,컨테이너,18.1,상,오전(06-12),0,0,0,1,1
2026-01-02,금,1,부산신항선,10.1,광석,13.4,하,오전(06-12),0,0,0,1,0
2026-02-27,금,2,호남선,226.7,시멘트,16.2,하,오후(12-18),0,1,0,1,0
2026-01-19,월,1,경부선,374.3,시멘트,15.3,하,오전(06-12),0,0,0,1,0
2026-10-27,화,10,경부선,239.9,시멘트,20.5,하,오후(12-18),1,1,0,0,1
2026-08-10,월,8,장항선,209.2,시멘트,14.7,상,야간(18-24),0,0,1,0,0
2026-12-24,목,12,영동선,101.6,컨테이너,16.9,상,오전(06-12),0,0,0,1,0
2026-10-20,화,10,태백선,124.8,시멘트,13.0,상,야간(18-24),0,0,0,0,0
2026-12-18,금,12,경부선,306.0,컨테이너,6.3,상,오전(06-12),0,0,0,1,0
2026-03-29,일,3,경부선,333.0,시멘트,10.6,상,오전(06-12),0,0,0,0,1
2026-04-16,목,4,경부선,275.7,유류,15.5,상,새벽(00-06),0,0,0,0,0
2026-11-07,토,11,태백선,129.8,컨테이너,16.1,하,오후(12-18),1,0,0,0,1
2026-03-31,화,3,충북선,174.4,유류,20.7,상,오후(12-18),0,1,0,0,0
2026-01-21,수,1,충북선,166.8,유류,9.2,상,야간(18-24),0,1,0,1,0
2026-09-02,수,9,충북선,170.8,석탄,13.4,상,오전(06-12),0,0,0,0,0
2026-10-20,화,10,경부선,307.2,컨테이너,11.2,상,야간(18-24),0,0,0,0,0
2026-12-20,일,12,충북선,178.6,시멘트,21.7,하,새벽(00-06),0,1,0,1,1
2026-12-05,토,12,경부선,362.5,유류,14.3,하,오후(12-18),0,1,0,1,0
2026-02-13,금,2,전라선,259.3,시멘트,14.4,하,오전(06-12),0,1,0,1,0
2026-10-09,금,10,전라선,242.2,컨테이너,11.8,상,새벽(00-06),0,0,0,0,0
2026-11-05,목,11,전라선,257.6,컨테이너,10.6,하,오전(06-12),0,0,0,0,0
2026-09-12,토,9,중앙선,223.8,시멘트,3.3,하,새벽(00-06),1,0,0,0,1
2026-10-27,화,10,태백선,189.0,컨테이너,4.4,하,새벽(00-06),0,0,0,0,0
2026-11-02,월,11,전라선,265.9,컨테이너,13.1,상,오전(06-12),0,0,0,0,0
2026-06-12,금,6,경부선,316.7,석탄,12.3,하,야간(18-24),0,0,1,0,0
2026-01-15,목,1,경부선,283.7,시멘트,13.1,하,야간(18-24),0,1,0,1,1
2026-06-16,화,6,충북선,154.8,컨테이너,17.6,하,야간(18-24),0,0,1,0,0
2026-03-15,일,3,경부선,306.9,광석,12.6,하,새벽(00-06),0,0,0,0,1
2026-02-11,수,2,경부선,340.7,컨테이너,9.9,하,새벽(00-06),0,0,0,1,1
2026-02-15,일,2,경부선,292.2,컨테이너,10.7,상,새벽(00-06),0,0,0,1,0
2026-09-12,토,9,경부선,367.9,컨테이너,13.5,하,오후(12-18),0,0,0,0,0
2026-07-04,토,7,중앙선,144.7,컨테이너,9.7,상,야간(18-24),0,0,1,0,0
2026-07-17,금,7,충북선,120.5,시멘트,18.4,상,오전(06-12),0,0,1,0,0
2026-09-29,화,9,경부선,314.8,컨테이너,11.9,하,오후(12-18),0,0,0,0,0
2026-07-20,월,7,전라선,204.1,유류,13.5,상,새벽(00-06),0,0,1,0,0
2026-08-18,화,8,경부선,269.9,유류,7.1,하,오후(12-18),0,1,1,0,0
2026-02-01,일,2,중앙선,171.0,컨테이너,18.4,상,야간(18-24),1,0,0,1,0
2026-11-07,토,11,경부선,289.7,철강,20.6,상,오후(12-18),0,0,0,0,0
2026-06-13,토,6,장항선,179.8,시멘트,3.8,상,오후(12-18),0,1,1,0,0
2026-02-26,목,2,호남선,192.7,유류,14.4,하,오전(06-12),0,0,0,1,0
2026-10-24,토,10,중앙선,174.4,컨테이너,11.4,하,오전(06-12),0,0,0,0,0
2026-09-26,토,9,경부선,320.0,석탄,13.7,상,오전(06-12),0,0,0,0,1
2026-01-20,화,1,경부선,360.8,컨테이너,14.7,상,야간(18-24),0,0,0,1,0
2026-03-12,목,3,경부선,379.0,컨테이너,1.0,하,오후(12-18),0,0,0,0,0
2026-01-06,화,1,태백선,138.5,유류,16.6,하,새벽(00-06),0,0,0,1,0
2026-04-09,목,4,경부선,329.2,컨테이너,18.7,하,오전(06-12),0,0,0,0,0
2026-02-06,금,2,영동선,107.1,시멘트,19.3,하,새벽(00-06),0,0,0,1,0
2026-09-17,목,9,충북선,173.3,컨테이너,6.3,상,새벽(00-06),0,0,0,0,0
2026-07-10,금,7,충북선,171.1,유류,11.8,하,새벽(00-06),0,0,1,0,0
2026-12-24,목,12,태백선,162.0,시멘트,8.8,하,야간(18-24),0,1,0,1,0
2026-10-01,목,10,경부선,244.7,컨테이너,1.0,하,새벽(00-06),1,1,0,0,0
2026-08-12,수,8,장항선,174.9,시멘트,8.3,상,야간(18-24),0,0,1,0,0
2026-07-05,일,7,경부선,333.8,컨테이너,5.5,하,오전(06-12),0,0,1,0,1
2026-01-20,화,1,태백선,135.0,컨테이너,14.0,하,오전(06-12),0,0,0,1,0
2026-01-26,월,1,충북선,137.8,석탄,2.2,상,야간(18-24),0,0,0,1,0
2026-08-13,목,8,경부선,268.2,기타,6.1,상,새벽(00-06),0,0,1,0,0
2026-01-02,금,1,태백선,151.6,철강,8.9,상,야간(18-24),0,1,0,1,0
2026-01-16,금,1,경부선,289.9,컨테이너,16.6,하,오후(12-18),1,0,0,1,0
2026-03-21,토,3,경부선,250.0,컨테이너,25.0,하,새벽(00-06),0,0,0,0,0
2026-11-19,목,11,장항선,196.7,철강,13.8,하,야간(18-24),1,1,0,0,1
2026-06-17,수,6,중앙선,209.4,컨테이너,5.8,하,새벽(00-06),0,0,1,0,0
2026-09-16,수,9,부산신항선,10.3,철강,7.9,하,새벽(00-06),0,0,0,0,0
2026-05-31,일,5,충북선,138.4,시멘트,15.9,상,야간(18-24),0,0,0,0,0
2026-03-05,목,3,충북선,158.5,유류,3.9,상,오전(06-12),0,0,0,0,0
2026-05-16,토,5,중앙선,235.8,시멘트,18.6,하,오후(12-18),0,0,0,0,0
2026-02-03,화,2,경부선,255.6,광석,13.6,상,새벽(00-06),0,0,0,1,1
2026-10-09,금,10,호남선,169.1,시멘트,11.2,상,야간(18-24),0,0,0,0,0
2026-03-08,일,3,경부선,295.1,철강,1.9,하,오전(06-12),0,1,0,0,0
2026-05-18,월,5,충북선,160.6,컨테이너,17.5,상,새벽(00-06),0,0,0,0,0
2026-12-24,목,12,경부선,300.3,시멘트,7.4,상,야간(18-24),0,0,0,1,0
